constellation,no_of_satellites,no_of_launches,satellite_lifespan,climate_change_baseline_kg,climate_change_worst_case_kg,ozone_depletion_baseline_kg,ozone_depletion_worst_case_kg,resource_depletion_kg,freshwater_toxicity_m3,human_toxicity,subscribers,subscriber_scenario,impact_category,scenario,status,representative_of,rocket_type,annual_baseline_emission_kg,annual_worst_case_emission_kg,baseline_social_carbon_cost,worst_case_social_carbon_cost,annual_baseline_scc_per_subscriber,annual_worst_case_scc_per_subscriber
oneweb,180,5,5,20567669.535,20567669.535,1.38739257,1.38739257,8916.68559,101268008.2,7.5765403,800000,subscribers_baseline,launcher_production,scenario1,Historical,Modeled,hydrocarbon,4113533.907,4113533.907,3805018.863975,3805018.863975,0.95125471599375,0.95125471599375
oneweb,72,2,5,22037510.96,22037510.96,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,800000,subscribers_baseline,launcher_production,scenario1,Historical,Representative,hydrogen,4407502.192,4407502.192,4076939.5276,4076939.5276,1.0192348819000001,1.0192348819000001
kuiper,648,18,5,198337598.64000002,198337598.64000002,30.503666196,30.503666196,128310.71148000001,2708617789.7999997,185.86291463999999,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrogen,39667519.728,39667519.728,36692455.7484,36692455.7484,2.9353964598720004,2.9353964598720004
kuiper,972,27,5,658718282.88,658718282.88,45.755499294,45.755499294,192466.06722,4062926684.7,278.79437196,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrocarbon,131743656.576,131743656.576,121862882.33279999,121862882.33279999,9.749030586624,9.749030586624
kuiper,1368,38,5,927084990.72,927084990.72,64.396628636,64.396628636,270878.16868,5718193111.8,392.37726424,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrocarbon,185416998.144,185416998.144,171510723.2832,171510723.2832,13.720857862656,13.720857862656
kuiper,108,3,5,12340601.721,12340601.721,0.832435542,0.832435542,5350.011354,60760804.92,4.54592418,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrocarbon,2468120.3442,2468120.3442,2283011.3183850003,2283011.3183850003,0.18264090547080003,0.18264090547080003
kuiper,72,2,5,48793946.88,48793946.88,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrocarbon,9758789.376,9758789.376,9026880.1728,9026880.1728,0.722150413824,0.722150413824
kuiper,72,2,5,22037510.96,22037510.96,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrogen,4407502.192,4407502.192,4076939.5276,4076939.5276,0.326155162208,0.326155162208
geo_generic,10,10,15,243969734.4,243969734.4,16.94648122,16.94648122,71283.7286,1504787661.0,103.2571748,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrocarbon,16264648.96,16264648.96,45134400.864,45134400.864,1.20358402304,1.20358402304
geo_generic,9,9,15,99168799.32000001,99168799.32000001,15.251833098,15.251833098,64155.355740000006,1354308894.8999999,92.93145731999999,2500000,subscribers_baseline,launcher_production,scenario1,scenario,Representative,hydrogen,6611253.288000001,6611253.288000001,18346227.8742,18346227.8742,0.489232743312,0.489232743312
starlink,4425,127,5,205265471.739,205265471.739,19.885062592,19.885062592,1988.1423724499998,978039064.111,61.751737177,3500000,subscribers_baseline,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,41053094.3478,41053094.3478,37974112.271715,37974112.271715,2.1699492726694287,2.1699492726694287
oneweb,394,14,5,22627689.798,22627689.798,2.192054144,2.192054144,219.16530089999998,107815329.902,6.807278114,800000,subscribers_baseline,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,4525537.9596,4525537.9596,4186122.61263,4186122.61263,1.0465306531574998,1.0465306531574998
oneweb,180,5,5,8081317.785,8081317.785,0.78287648,0.78287648,78.27332175,38505474.964999996,2.431170755,800000,subscribers_baseline,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,1616263.557,1616263.557,1495043.7902250001,1495043.7902250001,0.37376094755625006,0.37376094755625006
oneweb,72,2,5,3232527.114,3232527.114,0.313150592,0.313150592,31.3093287,15402189.986,0.972468302,800000,subscribers_baseline,launcher_ait,scenario1,Historical,Representative,hydrogen,646505.4228000001,646505.4228000001,598017.51609,598017.51609,0.14950437902250002,0.14950437902250002
kuiper,648,18,5,29092744.026,29092744.026,2.818355328,2.818355328,281.7839583,138619709.87399998,8.752214718,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrogen,5818548.8052,5818548.8052,5382157.64481,5382157.64481,0.43057261158480004,0.43057261158480004
kuiper,972,27,5,43639116.039000005,43639116.039000005,4.227532992,4.227532992,422.67593745,207929564.811,13.128322077,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrocarbon,8727823.2078,8727823.2078,8073236.467215002,8073236.467215002,0.6458589173772001,0.6458589173772001
kuiper,1368,38,5,61418015.166,61418015.166,5.949861248,5.949861248,594.8772452999999,292641609.73399997,18.476897738,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrocarbon,12283603.0332,12283603.0332,11362332.80571,11362332.80571,0.9089866244568001,0.9089866244568001
kuiper,108,3,5,4848790.671,4848790.671,0.46972588800000004,0.46972588800000004,46.96399305,23103284.979,1.458702453,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrocarbon,969758.1342,969758.1342,897026.274135,897026.274135,0.0717621019308,0.0717621019308
kuiper,72,2,5,3232527.114,3232527.114,0.313150592,0.313150592,31.3093287,15402189.986,0.972468302,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrocarbon,646505.4228000001,646505.4228000001,598017.51609,598017.51609,0.047841401287200006,0.047841401287200006
kuiper,72,2,5,3232527.114,3232527.114,0.313150592,0.313150592,31.3093287,15402189.986,0.972468302,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrogen,646505.4228000001,646505.4228000001,598017.51609,598017.51609,0.047841401287200006,0.047841401287200006
geo_generic,10,10,15,16162635.57,16162635.57,1.56575296,1.56575296,156.5466435,77010949.92999999,4.86234151,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrocarbon,1077509.038,1077509.038,2990087.5804500002,2990087.5804500002,0.079735668812,0.079735668812
geo_generic,9,9,15,14546372.013,14546372.013,1.409177664,1.409177664,140.89197915,69309854.93699999,4.376107359,2500000,subscribers_baseline,launcher_ait,scenario1,scenario,Representative,hydrogen,969758.1342,969758.1342,2691078.822405,2691078.822405,0.07176210193080002,0.07176210193080002
starlink,4425,127,5,602583674.053,602583674.053,69.453080931,69.453080931,4181.68225892,1942204802.3999999,175.098451428,3500000,subscribers_baseline,propellant_production,scenario1,Historical,Modeled,hydrocarbon,120516734.8106,120516734.8106,111477979.69980499,111477979.69980499,6.370170268560285,6.370170268560285
oneweb,394,14,5,13564742.7916,13564742.7916,1.539983522,1.539983522,94.02750686,43596603.372,3.93973664,800000,subscribers_baseline,propellant_production,scenario1,Historical,Modeled,hydrocarbon,2712948.55832,2712948.55832,2509477.416446,2509477.416446,0.6273693541115,0.6273693541115
oneweb,180,5,5,23723766.695,23723766.695,2.7343732650000003,2.7343732650000003,164.63315980000002,76464756.0,6.893639820000001,800000,subscribers_baseline,propellant_production,scenario1,Historical,Modeled,hydrocarbon,4744753.339,4744753.339,4388896.838575,4388896.838575,1.09722420964375,1.09722420964375
oneweb,72,2,5,9586534.96,9586534.96,0.770167402,0.656873476,39.64288246,18406994.296,1.660137724,800000,subscribers_baseline,propellant_production,scenario1,Historical,Representative,hydrogen,1917306.992,1917306.992,1773508.9676,1773508.9676,0.4433772419,0.4433772419
kuiper,648,18,5,86278814.64000002,86278814.64000002,6.931506618,5.911861284,356.78594214000003,165662948.664,14.941239516,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrogen,17255762.928000003,17255762.928000003,15961580.708400002,15961580.708400002,1.2769264566720002,1.2769264566720002
kuiper,972,27,5,77134457.763,77134457.763,10.397259927,8.867791926,535.17891321,248494422.996,22.411859273999998,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrocarbon,15426891.5526,15426891.5526,14269874.686154999,14269874.686154999,1.1415899748923999,1.1415899748923999
kuiper,1368,38,5,108559607.22199999,108559607.22199999,14.633180638,12.480596044,753.2147667400001,349732891.624,31.542616755999997,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrocarbon,21711921.444399998,21711921.444399998,20083527.336069997,20083527.336069997,1.6066821868855998,1.6066821868855998
kuiper,108,3,5,14234260.016999999,14234260.016999999,1.640623959,1.640623959,98.77989588,45878853.599999994,4.136183892,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrocarbon,2846852.0034,2846852.0034,2633338.1031449996,2633338.1031449996,0.21066704825159996,0.21066704825159996
kuiper,72,2,5,5713663.538,5713663.538,0.770167402,0.656873476,39.64288246,18406994.296,1.660137724,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrocarbon,1142732.7075999998,1142732.7075999998,1057027.75453,1057027.75453,0.0845622203624,0.0845622203624
kuiper,72,2,5,9586534.96,9586534.96,0.770167402,0.656873476,39.64288246,18406994.296,1.660137724,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrogen,1917306.992,1917306.992,1773508.9676,1773508.9676,0.141880717408,0.141880717408
geo_generic,10,10,15,28568317.689999998,28568317.689999998,3.8508370100000002,3.28436738,198.21441230000002,92034971.48,8.300688619999999,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrocarbon,1904554.5126666664,1904554.5126666664,5285138.77265,5285138.77265,0.1409370339373333,0.1409370339373333
geo_generic,9,9,15,43139407.32000001,43139407.32000001,3.465753309,2.955930642,178.39297107000002,82831474.332,7.470619758,2500000,subscribers_baseline,propellant_production,scenario1,scenario,Representative,hydrogen,2875960.4880000004,2875960.4880000004,7980790.354200001,7980790.354200001,0.21282107611200005,0.21282107611200005
starlink,4425,127,5,710563846.459,710563846.459,63.426722905000005,63.426722905000005,35275.1345677,4692524738.63,308.854726968,3500000,subscribers_baseline,propellant_scheduling,scenario1,Historical,Modeled,hydrocarbon,142112769.2918,142112769.2918,131454311.594915,131454311.594915,7.511674948280857,7.511674948280857
oneweb,394,14,5,45126626.762,45126626.762,4.029880414,4.029880414,2236.8597720000002,297776364.76,19.593739746,800000,subscribers_baseline,propellant_scheduling,scenario1,Historical,Modeled,hydrocarbon,9025325.352400001,9025325.352400001,8348425.95097,8348425.95097,2.0871064877425,2.0871064877425
oneweb,180,5,5,27974954.585,27974954.585,2.497115075,2.497115075,1388.7848255,184745068.45,12.15963492,800000,subscribers_baseline,propellant_scheduling,scenario1,Historical,Modeled,hydrocarbon,5594990.917,5594990.917,5175366.598225,5175366.598225,1.2938416495562501,1.2938416495562501
oneweb,72,2,5,17968550.672,17968550.672,0.787271616,0.787271616,437.532663,58218754.04,3.831479822,800000,subscribers_baseline,propellant_scheduling,scenario1,Historical,Representative,hydrogen,3593710.1344,3593710.1344,3324181.8743199995,3324181.8743199995,0.8310454685799998,0.8310454685799998
kuiper,648,18,5,161716956.04799998,161716956.04799998,7.085444544,7.085444544,3937.793967,523968786.36,34.483318398,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrogen,32343391.209599994,32343391.209599994,29917636.868879993,29917636.868879993,2.3934109495103995,2.3934109495103995
kuiper,972,27,5,119047338.9,119047338.9,10.628166816,10.628166816,5906.6909505,785953179.54,51.724977597,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrocarbon,23809467.78,23809467.78,22023757.6965,22023757.6965,1.7619006157200001,1.7619006157200001
kuiper,1368,38,5,167548106.6,167548106.6,14.958160703999999,14.958160703999999,8313.120597000001,1106156326.76,72.798116618,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrocarbon,33509621.32,33509621.32,30996399.721,30996399.721,2.47971197768,2.47971197768
kuiper,108,3,5,16784972.751000002,16784972.751000002,1.498269045,1.498269045,833.2708953,110847041.07,7.295780951999999,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrocarbon,3356994.5502000004,3356994.5502000004,3105219.958935,3105219.958935,0.2484175967148,0.2484175967148
kuiper,72,2,5,8818321.4,8818321.4,0.787271616,0.787271616,437.532663,58218754.04,3.831479822,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrocarbon,1763664.28,1763664.28,1631389.459,1631389.459,0.13051115672,0.13051115672
kuiper,72,2,5,17968550.672,17968550.672,0.787271616,0.787271616,437.532663,58218754.04,3.831479822,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrogen,3593710.1344,3593710.1344,3324181.8743199995,3324181.8743199995,0.26593454994559995,0.26593454994559995
geo_generic,10,10,15,44091607.0,44091607.0,3.9363580799999998,3.9363580799999998,2187.6633150000002,291093770.2,19.15739911,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrocarbon,2939440.466666667,2939440.466666667,8156947.295000001,8156947.295000001,0.21751859453333336,0.21751859453333336
geo_generic,9,9,15,80858478.02399999,80858478.02399999,3.542722272,3.542722272,1968.8969835,261984393.18,17.241659199,2500000,subscribers_baseline,propellant_scheduling,scenario1,scenario,Representative,hydrogen,5390565.201599999,5390565.201599999,14958818.434439996,14958818.434439996,0.39890182491839987,0.39890182491839987
starlink,4425,127,5,2187032.06357,2187032.06357,0.45317206800000004,0.45317206800000004,106.28269828,6041542.83434,0.605368868,3500000,subscribers_baseline,launcher_transportation,scenario1,Historical,Modeled,hydrocarbon,437406.41271400003,437406.41271400003,404600.93176045007,404600.93176045007,0.02312005324345429,0.02312005324345429
oneweb,394,14,5,60600.453312,60600.453312,0.018753714,0.018753714,2.218910036,321042.94138,0.036125222,800000,subscribers_baseline,launcher_transportation,scenario1,Historical,Modeled,hydrocarbon,12120.0906624,12120.0906624,11211.08386272,11211.08386272,0.00280277096568,0.00280277096568
oneweb,180,5,5,86103.62455000001,86103.62455000001,0.01784142,0.01784142,4.1843582,237856.0171,0.02383342,800000,subscribers_baseline,launcher_transportation,scenario1,Historical,Modeled,hydrocarbon,17220.72491,17220.72491,15929.170541750002,15929.170541750002,0.0039822926354375005,0.0039822926354375005
oneweb,72,2,5,22086.37364,22086.37364,0.004907836,0.004907836,0.995365214,70502.84208,0.007347058,800000,subscribers_baseline,launcher_transportation,scenario1,Historical,Representative,hydrogen,4417.274728,4417.274728,4085.9791234000004,4085.9791234000004,0.00102149478085,0.00102149478085
kuiper,648,18,5,198777.36276000002,198777.36276000002,0.044170523999999996,0.044170523999999996,8.958286926,634525.57872,0.066123522,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrogen,39755.47255200001,39755.47255200001,36773.8121106,36773.8121106,0.002941904968848,0.002941904968848
kuiper,972,27,5,290915.93772000005,290915.93772000005,0.066255786,0.066255786,13.437430389,951788.36808,0.099185283,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrocarbon,58183.18754400001,58183.18754400001,53819.44847820001,53819.44847820001,0.004305555878256001,0.004305555878256001
kuiper,1368,38,5,409437.24568000005,409437.24568000005,0.09324888399999999,0.09324888399999999,18.911939066,1339553.99952,0.139594102,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrocarbon,81887.44913600001,81887.44913600001,75745.89045080001,75745.89045080001,0.006059671236064002,0.006059671236064002
kuiper,108,3,5,51662.17473,51662.17473,0.010704852,0.010704852,2.51061492,142713.61026,0.014300052,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrocarbon,10332.434946,10332.434946,9557.50232505,9557.50232505,0.000764600186004,0.000764600186004
kuiper,72,2,5,21549.32872,21549.32872,0.004907836,0.004907836,0.995365214,70502.84208,0.007347058,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrocarbon,4309.865744000001,4309.865744000001,3986.6258132000003,3986.6258132000003,0.000318930065056,0.000318930065056
kuiper,72,2,5,22086.37364,22086.37364,0.004907836,0.004907836,0.995365214,70502.84208,0.007347058,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrogen,4417.274728,4417.274728,4085.9791234000004,4085.9791234000004,0.00032687832987200006,0.00032687832987200006
geo_generic,10,10,15,107746.64360000001,107746.64360000001,0.024539179999999997,0.024539179999999997,4.9768260699999995,352514.2104,0.036735290000000004,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrocarbon,7183.109573333334,7183.109573333334,19933.129066,19933.129066,0.0005315501084266667,0.0005315501084266667
geo_generic,9,9,15,99388.68138000001,99388.68138000001,0.022085261999999998,0.022085261999999998,4.479143463,317262.78936,0.033061761,2500000,subscribers_baseline,launcher_transportation,scenario1,scenario,Representative,hydrogen,6625.9120920000005,6625.9120920000005,18386.9060553,18386.9060553,0.0004903174948080001,0.0004903174948080001
starlink,4425,127,5,719652706.234,719652706.234,98.789541435,98.789541435,4219.7032674600005,2372791396.14,215.374393736,3500000,subscribers_baseline,launch_campaign,scenario1,Historical,Modeled,hydrocarbon,143930541.2468,143930541.2468,133135750.65328999,133135750.65328999,7.607757180187999,7.607757180187999
oneweb,394,14,5,79331794.388,79331794.388,10.890185670000001,10.890185670000001,465.16413972,261567555.48000002,23.742059152000003,800000,subscribers_baseline,launch_campaign,scenario1,Historical,Modeled,hydrocarbon,15866358.8776,15866358.8776,14676381.961779999,14676381.961779999,3.6690954904449997,3.6690954904449997
oneweb,180,5,5,28332783.709999997,28332783.709999997,3.889352025,3.889352025,166.13004990000002,93416984.1,8.47930684,800000,subscribers_baseline,launch_campaign,scenario1,Historical,Modeled,hydrocarbon,5666556.742,5666556.742,5241564.986349999,5241564.986349999,1.3103912465874998,1.3103912465874998
oneweb,72,2,5,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,800000,subscribers_baseline,launch_campaign,scenario1,Historical,Representative,hydrogen,2266622.6968,2266622.6968,2096625.9945399999,2096625.9945399999,0.5241564986349999,0.5241564986349999
kuiper,648,18,5,101998021.35599999,101998021.35599999,14.00166729,14.00166729,598.06817964,336301142.76,30.525504624,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrogen,20399604.271199998,20399604.271199998,18869633.95086,18869633.95086,1.5095707160688001,1.5095707160688001
kuiper,972,27,5,152997032.03399998,152997032.03399998,21.002500935,21.002500935,897.10226946,504451714.14,45.788256936,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrocarbon,30599406.406799994,30599406.406799994,28304450.926289994,28304450.926289994,2.2643560741032,2.2643560741032
kuiper,1368,38,5,215329156.19599998,215329156.19599998,29.55907539,29.55907539,1262.58837924,709969079.16,64.442731984,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrocarbon,43065831.239199996,43065831.239199996,39835893.89625999,39835893.89625999,3.1868715117007995,3.1868715117007995
kuiper,108,3,5,16999670.226,16999670.226,2.3336112150000003,2.3336112150000003,99.67802994,56050190.46,5.087584104,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrocarbon,3399934.0452,3399934.0452,3144938.9918099996,3144938.9918099996,0.25159511934479994,0.25159511934479994
kuiper,72,2,5,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrocarbon,2266622.6968,2266622.6968,2096625.9945399999,2096625.9945399999,0.1677300795632,0.1677300795632
kuiper,72,2,5,11333113.484,11333113.484,1.55574081,1.55574081,66.45201996,37366793.64,3.391722736,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrogen,2266622.6968,2266622.6968,2096625.9945399999,2096625.9945399999,0.1677300795632,0.1677300795632
geo_generic,10,10,15,56665567.419999994,56665567.419999994,7.77870405,7.77870405,332.26009980000003,186833968.2,16.95861368,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrocarbon,3777704.4946666663,3777704.4946666663,10483129.972699998,10483129.972699998,0.2795501326053333,0.2795501326053333
geo_generic,9,9,15,50999010.677999996,50999010.677999996,7.000833645,7.000833645,299.03408982,168150571.38,15.262752312,2500000,subscribers_baseline,launch_campaign,scenario1,scenario,Representative,hydrogen,3399934.0451999996,3399934.0451999996,9434816.97543,9434816.97543,0.2515951193448,0.2515951193448
starlink,4425,127,5,522418806.189,3394577785.38,868321.86,3907448.37,0,0,0,4500000,subscribers_high,launch_event,scenario1,Historical,Modeled,hydrocarbon,104483761.2378,678915557.076,96647479.14496501,627996890.2953,4.295443517554,27.910972902013334
oneweb,394,14,5,4041171.5344000002,168440120.66,44199.96,194211.5,0,0,0,1000000,subscribers_high,launch_event,scenario1,Historical,Modeled,hydrocarbon,808234.30688,33688024.132,747616.7338640001,31161422.3221,0.14952334677280002,6.23228446442
oneweb,180,5,5,20567669.535,133644794.7,34185.9,153836.55000000002,0,0,0,1000000,subscribers_high,launch_event,scenario1,Historical,Modeled,hydrocarbon,4113533.907,26728958.94,3805018.863975,24724287.0195,0.761003772795,4.9448574038999995
oneweb,72,2,5,935633.6,215286686.4,9994.32,44639.56,0,0,0,1000000,subscribers_high,launch_event,scenario1,Historical,Representative,hydrogen,187126.72,43057337.28,173092.216,39828036.984,0.034618443199999994,7.965607396799999
kuiper,648,18,5,8420702.4,1937580177.6000001,89948.88,401756.04,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrogen,1684140.48,387516035.52000004,1557829.9440000001,358452332.856,0.08901885394285716,20.482990448914286
kuiper,972,27,5,59429551.716,523265347.61999995,134923.32,602634.0599999999,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrocarbon,11885910.3432,104653069.52399999,10994467.06746,96804089.3097,0.6282552609977143,5.531662246268572
kuiper,1368,38,5,83641591.30399999,736447526.28,189892.08,848151.6399999999,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrocarbon,16728318.260799998,147289505.25599998,15473694.391239997,136242792.3618,0.884211108070857,7.7853024206742845
kuiper,108,3,5,12340601.721,80186876.82000001,20511.54,92301.93000000001,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrocarbon,2468120.3442,16037375.364000002,2283011.3183850003,14834572.211700002,0.13045778962200003,0.8476898406685716
kuiper,72,2,5,4402189.016,38760396.12,9994.32,44639.56,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrocarbon,880437.8032,7752079.223999999,814404.96796,7170673.282199999,0.04653742674057143,0.40975275898285707
kuiper,72,2,5,935633.6,215286686.4,9994.32,44639.56,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrogen,187126.72,43057337.28,173092.216,39828036.984,0.00989098377142857,2.275887827657143
geo_generic,10,10,15,22010945.08,193801980.6,49971.6,223197.8,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrocarbon,1467396.3386666665,12920132.04,4072024.8397999997,35853366.411,0.07756237790095237,0.6829212649714286
geo_generic,9,9,15,4210351.2,968790088.8000001,44974.44,200878.02,0,0,0,3500000,subscribers_high,launch_event,scenario1,scenario,Representative,hydrogen,280690.08,64586005.92,778914.9720000001,179226166.428,0.01483647565714286,3.413831741485714
starlink,4425,127,5,522418806.189,522418806.189,35.239771278,35.239771278,226483.813986,2572207408.28,192.44412362,4500000,subscribers_high,launcher_production,scenario1,Historical,Modeled,hydrocarbon,104483761.2378,104483761.2378,96647479.14496501,96647479.14496501,4.295443517554,4.295443517554
oneweb,394,14,5,625525781.7199999,625525781.7199999,43.56544822,43.56544822,174627.72040000002,3929855027.0,267.9057766,1000000,subscribers_high,launcher_production,scenario1,Historical,Modeled,hydrocarbon,125105156.34399998,125105156.34399998,115722269.61819997,115722269.61819997,23.144453923639993,23.144453923639993
oneweb,180,5,5,20567669.535,20567669.535,1.38739257,1.38739257,8916.68559,101268008.2,7.5765403,1000000,subscribers_high,launcher_production,scenario1,Historical,Modeled,hydrocarbon,4113533.907,4113533.907,3805018.863975,3805018.863975,0.761003772795,0.761003772795
oneweb,72,2,5,22037510.96,22037510.96,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,1000000,subscribers_high,launcher_production,scenario1,Historical,Representative,hydrogen,4407502.192,4407502.192,4076939.5276,4076939.5276,0.8153879055200001,0.8153879055200001
kuiper,648,18,5,198337598.64000002,198337598.64000002,30.503666196,30.503666196,128310.71148000001,2708617789.7999997,185.86291463999999,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrogen,39667519.728,39667519.728,36692455.7484,36692455.7484,2.0967117570514286,2.0967117570514286
kuiper,972,27,5,658718282.88,658718282.88,45.755499294,45.755499294,192466.06722,4062926684.7,278.79437196,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrocarbon,131743656.576,131743656.576,121862882.33279999,121862882.33279999,6.963593276159999,6.963593276159999
kuiper,1368,38,5,927084990.72,927084990.72,64.396628636,64.396628636,270878.16868,5718193111.8,392.37726424,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrocarbon,185416998.144,185416998.144,171510723.2832,171510723.2832,9.80061275904,9.80061275904
kuiper,108,3,5,12340601.721,12340601.721,0.832435542,0.832435542,5350.011354,60760804.92,4.54592418,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrocarbon,2468120.3442,2468120.3442,2283011.3183850003,2283011.3183850003,0.13045778962200003,0.13045778962200003
kuiper,72,2,5,48793946.88,48793946.88,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrocarbon,9758789.376,9758789.376,9026880.1728,9026880.1728,0.51582172416,0.51582172416
kuiper,72,2,5,22037510.96,22037510.96,3.389296244,3.389296244,14256.74572,300957532.2,20.65143496,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrogen,4407502.192,4407502.192,4076939.5276,4076939.5276,0.23296797300571429,0.23296797300571429
geo_generic,10,10,15,243969734.4,243969734.4,16.94648122,16.94648122,71283.7286,1504787661.0,103.2571748,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrocarbon,16264648.96,16264648.96,45134400.864,45134400.864,0.8597028736,0.8597028736
geo_generic,9,9,15,99168799.32000001,99168799.32000001,15.251833098,15.251833098,64155.355740000006,1354308894.8999999,92.93145731999999,3500000,subscribers_high,launcher_production,scenario1,scenario,Representative,hydrogen,6611253.288000001,6611253.288000001,18346227.8742,18346227.8742,0.34945195950857144,0.34945195950857144
starlink,4425,127,5,205265471.739,205265471.739,19.885062592,19.885062592,1988.1423724499998,978039064.111,61.751737177,4500000,subscribers_high,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,41053094.3478,41053094.3478,37974112.271715,37974112.271715,1.6877383231873335,1.6877383231873335
oneweb,394,14,5,22627689.798,22627689.798,2.192054144,2.192054144,219.16530089999998,107815329.902,6.807278114,1000000,subscribers_high,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,4525537.9596,4525537.9596,4186122.61263,4186122.61263,0.8372245225259999,0.8372245225259999
oneweb,180,5,5,8081317.785,8081317.785,0.78287648,0.78287648,78.27332175,38505474.964999996,2.431170755,1000000,subscribers_high,launcher_ait,scenario1,Historical,Modeled,hydrocarbon,1616263.557,1616263.557,1495043.7902250001,1495043.7902250001,0.29900875804500004,0.29900875804500004
oneweb,72,2,5,3232527.114,3232527.114,0.313150592,0.313150592,31.3093287,15402189.986,0.972468302,1000000,subscribers_high,launcher_ait,scenario1,Historical,Representative,hydrogen,646505.4228000001,646505.4228000001,598017.51609,598017.51609,0.119603503218,0.119603503218
